fileName,cleanTitle,url,date,size,genre,rating,coverSearchUrl_thegamesdb,thegamesdbGamePage,thegamesdbDescription
Mobile Suit Gundam Seed (Korea).zip,Mobile Suit Gundam Seed,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mobile%20Suit%20Gundam%20Seed%20%28Korea%29.zip,30-Mar-2022 10:27,446.4 MiB,Shooter,7.5,https://thegamesdb.net/search.php?name=Mobile%20Suit%20Gundam%20Seed&platform=11,https://thegamesdb.net/game.php?id=109744,"No overview is currently available for this title, please feel free to add one."
Mortal Kombat - Armageddon (USA) (Premium Edition).zip,Mortal Kombat - Armageddon,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Armageddon%20%28USA%29%20%28Premium%20Edition%29.zip,29-Mar-2022 17:25,2.6 GiB,Fighting,7.8,https://thegamesdb.net/search.php?name=Mortal%20Kombat%20-%20Armageddon&platform=11,https://thegamesdb.net/game.php?id=4223,"The fury of Mortal Kombat has brought the realms to the brink of total destruction. Every warrior has been summoned to this last epic battle, where survival depends on their ability to...FIGHT! -Fight as any of the 60 plus characters from the entire Mortal Kombat universe! -Kreate-A-Fighter mode allows you to make kustomizable characters you can take online! -Finish your opponents with the all-new Kreate-A-Fatality system. -Experience deep, story driven adventures in the enhanced Konquest mode. -Deliver powerful combo attacks in mid-air with new Aerial Kombat. -Go racing ""MK-style"" with up to 8 players online in the all-new Motor Kombat."
Mortal Kombat - Deadly Alliance (USA).zip,Mortal Kombat - Deadly Alliance,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Deadly%20Alliance%20%28USA%29.zip,29-Mar-2022 11:23,2.5 GiB,Fighting,8.3,https://thegamesdb.net/search.php?name=Mortal%20Kombat%20-%20Deadly%20Alliance&platform=11,https://thegamesdb.net/game.php?id=4816,"A FIGHT SO BRUTAL - SO EVIL - SO DEADLY Two powerful sorcerers, Shang Tsung and Quan Chi, have joined forces to achieve the supreme goal: immortality. Will earth survive their deadly alliance? -Experience the lethal intensity of an all-new Mortal Kombat fighting system. -Unleash your warrior's three unique fighting styles including hand-to-hand and deadly-weapon combat. -Control hardcore, extremely realistic fighting and brutal new fatalities. -Encounter more than 20 new and classic warriors, including Scorpion, Sub-Zero, Raiden & Kenshi. DVD CONTENT: -Videogame Exclusive: Adema's ""Immortal"" music video. -Behind-the-scenes making of Deadly Alliance. -History of Mortal Kombat."
Mortal Kombat - Deception (USA) (Premium Pack Bonus Disc).zip,Mortal Kombat - Deception,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Deception%20%28USA%29%20%28Premium%20Pack%20Bonus%20Disc%29.zip,28-Mar-2022 09:04,1.7 GiB,Fighting,8.4,https://thegamesdb.net/search.php?name=Mortal%20Kombat%20-%20Deception&platform=11,https://thegamesdb.net/game.php?id=4817,"IT WILL KONSUME YOU! AN ANCIENT EVIL HAS RETURNED FROM BEYOND DEATH AND THREATENS THE VERY EXISTENCE OF THE REALMS. WILL THE CHAMPION OF THE ELDER GODS HAVE THE POWER TO DEFEAT THIS THREAT BORNE OF DECEPTION? Experience new multiple fatalities, hara kiris, and interactive multi-tiered arenas, including brutal death traps - all with MKD's innovative, three-style fighting system. In Konquest mode explore a huge free-roaming adventure to acquire fighting tips, secrets and more. -Compete in Chess Kombat, a board game with chess-like strategy and an MK twist. -Engage in Puzzle Kombat, a game with ties to favorite puzzle games of the past...MK style. -Mix of new and classic MK fighters including Baraka, Kabal, Nightwolf, Sindel, Scorpion and more. Special Kontent including Character Video Bios with MK team commentary, plus an Area 51 playable demo."
Mortal Kombat - Shaolin Monks (USA).zip,Mortal Kombat - Shaolin Monks,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Mortal%20Kombat%20-%20Shaolin%20Monks%20%28USA%29.zip,28-Mar-2022 05:35,2.6 GiB,Fighting,8.5,https://thegamesdb.net/search.php?name=Mortal%20Kombat%20-%20Shaolin%20Monks&platform=11,https://thegamesdb.net/game.php?id=134496,"Ultimate Mortal Kombat Shaolin Monks [Mod by RelaxDirk] It's a mod that expands the playable cast in all modes, including Single Player Story Mode & Co-Op. Unlock All Characters Cheat Code: Hover over Options and HOLD L2 and Press: Circle, Cross, R1, L1, R1, Triangle, Square, R2 - ""Options"" will turn Blue For updates: https://relaxdirk.github.io/Ultimate-Mortal-Kombat-Shaolin-Monks/ Original Synopsis of the original release of the game: Inspired in part by the action-RPG-styled ""Konquest"" segments of 2004's Deception, Mortal Kombat: Shaolin Monks is a full-fledged fighting adventure that leads players in a violent, epic struggle through the storied Mortal Kombat universe. As either of two of the series' Shaolin monks, Liu Kang or Kung Lao, players will make their way through the various realms of the extra-dimensional fighting competition from a third-person perspective. The game engine is designed to allow characters to attack and defend themselves from enemies in any direction -- ahead, behind, or on either side."
Musashi - Samurai Legend (USA).zip,Musashi - Samurai Legend,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Musashi%20-%20Samurai%20Legend%20%28USA%29.zip,30-Mar-2022 08:53,1.4 GiB,Action,7.5,https://thegamesdb.net/search.php?name=Musashi%20-%20Samurai%20Legend&platform=11,https://thegamesdb.net/game.php?id=13105,"Musashi Samurai Legend marks the second chapter in the Musashi series. You'll play as Musashi, a young swordsman summoned to rescue a kidnapped princess. The journey, however, is a difficult one, as enemies of all types stand in your way. To survive the onslaught of foes, you must learn your opponents' techniques and use their attacks against them. Some techniques let you attack multiple enemies at once. Musashi Samurai Legend immerses you in a comic book-style adventure by combining Japanese animation with dialogue balloons."
NBA Street V3 (USA).zip,NBA Street V3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NBA%20Street%20V3%20%28USA%29.zip,29-Mar-2022 05:41,2.0 GiB,Sports,8.5,https://thegamesdb.net/search.php?name=NBA%20Street%20V3&platform=11,https://thegamesdb.net/game.php?id=7417,"The third installment of NBA Street advances the series by adding more customization, different game modes, and new gameplay features. Now you can build both your reputation and show-stopping Gamebreakers on the streets by performing all-new flashy dunks, dribble tricks, and combos. Step into the shoes of NBA legends, current basketball stars, and original characters from previous games. Play in familiar courts, such as The Cage and Rucker Park, or create your own court from the ground up. NBA Street V3 also features a new dunk contest and online multiplayer modes."
NBA Street Vol. 2 (USA).zip,NBA Street Vol. 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NBA%20Street%20Vol.%202%20%28USA%29.zip,30-Mar-2022 08:04,1.5 GiB,Sports,8.8,https://thegamesdb.net/search.php?name=NBA%20Street%20Vol.%202&platform=11,https://thegamesdb.net/game.php?id=7416,"Basketball returns to the streets in NBA Street Vol. 2, featuring more players, electrifying moves, and online multiplayer battles. Defeat the best players in the game today and even bring legends such as Dr. J, Magic, Bird, Wilt, and Moses out of retirement for some on-court brawling. NBA Street Vol. 2 features all-new spectacular dunks, dribbles, and passes that'll take show-stopping Gamebreakers to the next level. You can take your game against computer opponents or friends, or play with up to three other players online. Are you good enough to rule the streets?"
NFL Street (USA).zip,NFL Street,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NFL%20Street%20%28USA%29.zip,27-Mar-2022 16:52,1.6 GiB,Sports,8.4,https://thegamesdb.net/search.php?name=NFL%20Street&platform=11,https://thegamesdb.net/game.php?id=7434,"NFL Street 2 is the second game in EA's arcade football series. Players try to become the world's best urban footballer by conquering other teams using several gravity-defying tricks like up-the-wall passes, off-the-wall catches, and highlight-reel wall jukes. Like the other games in the Street franchise, the game is played with a small amount of players and a focus on arcade gameplay. Unlike the first game, the walls can now be used for run-up passes and receptions, or bonuses by aiming for posters and hotspots. There are twelve arenas to compete in (2 unlockable) and the players are licensed from the 2004 NFL rosters. Multiplayer is available on the PS2, PSP and Xbox versions. In singleplayer, there are various game modes such as NFL Challenge where the player has 150 days to build a team to take on a squad of legends. Progress is based on milestones where you sharpen specific skills to reach the top or beat sufficient teams. When five days are left, the team enters a final tournament. Another one is the new Own the City mode, where the player create a new character and has to win all street games in the city. New players need to be recruited from pick-up games. The final team to beat consists of rapper Xzibit and a team of NFL stars. Characters created in this mode can be imported into the NFL Challenge, but also in Madden NFL 06."
NFL Street 2 (USA).zip,NFL Street 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/NFL%20Street%202%20%28USA%29.zip,30-Mar-2022 08:26,1.3 GiB,Sports,8.6,https://thegamesdb.net/search.php?name=NFL%20Street%202&platform=11,https://thegamesdb.net/game.php?id=7434,"NFL Street 2 is the second game in EA's arcade football series. Players try to become the world's best urban footballer by conquering other teams using several gravity-defying tricks like up-the-wall passes, off-the-wall catches, and highlight-reel wall jukes. Like the other games in the Street franchise, the game is played with a small amount of players and a focus on arcade gameplay. Unlike the first game, the walls can now be used for run-up passes and receptions, or bonuses by aiming for posters and hotspots. There are twelve arenas to compete in (2 unlockable) and the players are licensed from the 2004 NFL rosters. Multiplayer is available on the PS2, PSP and Xbox versions. In singleplayer, there are various game modes such as NFL Challenge where the player has 150 days to build a team to take on a squad of legends. Progress is based on milestones where you sharpen specific skills to reach the top or beat sufficient teams. When five days are left, the team enters a final tournament. Another one is the new Own the City mode, where the player create a new character and has to win all street games in the city. New players need to be recruited from pick-up games. The final team to beat consists of rapper Xzibit and a team of NFL stars. Characters created in this mode can be imported into the NFL Challenge, but also in Madden NFL 06."
Naruto - Ultimate Ninja (USA).zip,Naruto - Ultimate Ninja,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Ultimate%20Ninja%20%28USA%29.zip,28-Mar-2022 17:05,1.3 GiB,Fighting,7.8,https://thegamesdb.net/search.php?name=Naruto%20-%20Ultimate%20Ninja&platform=11,https://thegamesdb.net/game.php?id=111845,European PAL version
Naruto - Ultimate Ninja 2 (USA).zip,Naruto - Ultimate Ninja 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Ultimate%20Ninja%202%20%28USA%29.zip,29-Mar-2022 16:10,1.1 GiB,Fighting,8.0,https://thegamesdb.net/search.php?name=Naruto%20-%20Ultimate%20Ninja%202&platform=11,https://thegamesdb.net/game.php?id=111845,European PAL version
Naruto - Ultimate Ninja 3 (USA).zip,Naruto - Ultimate Ninja 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Ultimate%20Ninja%203%20%28USA%29.zip,29-Mar-2022 08:37,2.0 GiB,Fighting,8.2,https://thegamesdb.net/search.php?name=Naruto%20-%20Ultimate%20Ninja%203&platform=11,https://thegamesdb.net/game.php?id=111845,European PAL version
Naruto - Uzumaki Chronicles (USA).zip,Naruto - Uzumaki Chronicles,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Uzumaki%20Chronicles%20%28USA%29.zip,29-Mar-2022 02:46,1.1 GiB,Fighting,7.5,https://thegamesdb.net/search.php?name=Naruto%20-%20Uzumaki%20Chronicles&platform=11,https://thegamesdb.net/game.php?id=19752,"A brand new tale arrives as Naruto faces different challenges to defend the Hidden Leaf Village and surrounding villages from the evil force trying to dominate it. An ancient organization, which was thought to have been disbanded, is alive and in search of orbs to resurrect a mechanical terror. It's now up to Naruto and all of the Hidden Leaf Genin to join forces with those of the Hidden Sand Village to stop this menace."
Naruto - Uzumaki Chronicles 2 (USA).zip,Naruto - Uzumaki Chronicles 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Naruto%20-%20Uzumaki%20Chronicles%202%20%28USA%29.zip,28-Mar-2022 18:27,1.0 GiB,Fighting,7.6,https://thegamesdb.net/search.php?name=Naruto%20-%20Uzumaki%20Chronicles%202&platform=11,https://thegamesdb.net/game.php?id=19752,"A brand new tale arrives as Naruto faces different challenges to defend the Hidden Leaf Village and surrounding villages from the evil force trying to dominate it. An ancient organization, which was thought to have been disbanded, is alive and in search of orbs to resurrect a mechanical terror. It's now up to Naruto and all of the Hidden Leaf Genin to join forces with those of the Hidden Sand Village to stop this menace."
Need for Speed - Carbon (USA).zip,Need for Speed - Carbon,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Carbon%20%28USA%29.zip,30-Mar-2022 01:04,3.0 GiB,Racing,8.2,https://thegamesdb.net/search.php?name=Need%20for%20Speed%20-%20Carbon&platform=11,https://thegamesdb.net/game.php?id=95519,"The gameplay is based upon rival street racing crews. Players run a crew and can hire specific street racers to be in their crew and the active friendly racer is known as a wingman. Each hirable street racer has two skills, one which is a racing skill (scout, blocker, and drafter) and a non-race skill (fixer, mechanic, and fabricator). Each skill has different properties from finding hidden alleys/back streets (shortcuts) to reducing police attention. Cars driven by the wingmen are also different; blockers drive muscles, drafters drive exotics and scouts drive tuners (although the first two unlockable wingmen (Neville and Sal) drive cars according to the player's chosen car class at the start of the game). In career mode, players have to race tracks and win to conquer territories and face off against bosses to conquer districts. This is the finish version."
Need for Speed - Hot Pursuit 2 (USA).zip,Need for Speed - Hot Pursuit 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Hot%20Pursuit%202%20%28USA%29.zip,29-Mar-2022 08:54,2.3 GiB,Racing,8.4,https://thegamesdb.net/search.php?name=Need%20for%20Speed%20-%20Hot%20Pursuit%202&platform=11,https://thegamesdb.net/game.php?id=7426,"The Need for Speed series returns, this time reverting back to the 'chase' arcade experience instead of a racing simulation. Top speed racing is the name of the game, where you must outchase not just the opposing drivers, but the cops. Choose from a selection of today's (and yesterday's) top sports cars, including the Ferrari F50, Porsche 911 and a range from the likes of Ford, Corvette, BMW, Lotus, Mercedes, Aston Martin, the McLaren F1 and a lot more. The competitive race mode allows you to take on other drivers and beat them to the line. A selection of tracks allows you to not only dodge incoming traffic, but perform deadly jumps and stunts to receive points. These points, combined with the points recieved from your finishing position, can unlock new cars and tracks. The Hot Pursuit mode combines all the major elements of the competitive mode with the chance to out run the cops. They will throw everything at you to try and stop you, including running you off the road, setting up road blocks and unleashing an attack helicopter equiped with missiles. Three busts by the cops ends the race."
Need for Speed - Most Wanted (USA) (v1.01).zip,Need for Speed - Most Wanted,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Most%20Wanted%20%28USA%29%20%28v1.01%29.zip,30-Mar-2022 10:24,3.0 GiB,Racing,8.5,https://thegamesdb.net/search.php?name=Need%20for%20Speed%20-%20Most%20Wanted&platform=11,https://thegamesdb.net/game.php?id=4814,"The player arrives in Rockport City, driving a racing version of the BMW M3 GTR (E46). Following Mia Townsend (played by Josie Maran), the player proves his driving prowess as he is pursued by a veteran police officer named Sergeant Cross (played by Dean McKenzie), who vows to take down the player and end street racing in Rockport. Races seem to be in the player's favor until a particular group of racers, led by the game's antagonist, Clarence ""Razor"" Callahan (played by Derek Hamilton), sabotages and win the player's car in a race. Without a car to escape in, the player is arrested by Cross, but is later released due to lack of evidence. Mia picks up the player and then informs the player about Razor's new status on the Blacklist, a group of 15 drivers most wanted by the Rockport Police Department. She then helps by assisting the player in acquiring a new car and working his way up the Blacklist. Rivals are defeated one by one, and the player is rewarded with reputation, new rides, and ride improvements with every Blacklist member taken down. As new boroughs are opened up throughout Rockport (Rosewood, Camden Beach, and Downtown Rockport), Mia also sets up safehouses for the player to lie low in, in exchange for placement of ""side bets"" on the player's races."
Need for Speed - Underground (USA).zip,Need for Speed - Underground,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Underground%20%28USA%29.zip,29-Mar-2022 01:07,2.1 GiB,Racing,8.6,https://thegamesdb.net/search.php?name=Need%20for%20Speed%20-%20Underground&platform=11,https://thegamesdb.net/game.php?id=126112,"Purchase, race, and customize 20 different licensed cars from major manufacturers such as Honda, Mitsubishi, Toyota, Volkswagen, Nissan, and more. Race other customized cars through a detailed nighttime cityscape, dodging city traffic and navigating shortcuts all the while. Customize vehicle performance as well as your car's physical appearance, changing rims, stickers, paint job, spoilers and more. Multiple racing modes range from drift competitions, street racing, and drag racing."
Need for Speed - Underground 2 (USA).zip,Need for Speed - Underground 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Need%20for%20Speed%20-%20Underground%202%20%28USA%29.zip,29-Mar-2022 06:43,1.5 GiB,Racing,8.7,https://thegamesdb.net/search.php?name=Need%20for%20Speed%20-%20Underground%202&platform=11,https://thegamesdb.net/game.php?id=126112,"Purchase, race, and customize 20 different licensed cars from major manufacturers such as Honda, Mitsubishi, Toyota, Volkswagen, Nissan, and more. Race other customized cars through a detailed nighttime cityscape, dodging city traffic and navigating shortcuts all the while. Customize vehicle performance as well as your car's physical appearance, changing rims, stickers, paint job, spoilers and more. Multiple racing modes range from drift competitions, street racing, and drag racing."
Neo Contra (USA).zip,Neo Contra,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Neo%20Contra%20%28USA%29.zip,30-Mar-2022 07:47,1.1 GiB,Action,7.3,https://thegamesdb.net/search.php?name=Neo%20Contra&platform=11,https://thegamesdb.net/game.php?id=7427,"Neo Contra is the sequel to Contra: Shattered Soldier. The game is a 3-D Shooter with lots of action and huge boss battles. Unlike Shattered Soldiers this game has a top-down perspective. The game is set in the future with Bill Razer's return. He teams up with a samurai, Genbei Jaguer Yagyu. The game takes about two hours to beat but will take you several tries to make it there."
Nightshade (USA).zip,Nightshade,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Nightshade%20%28USA%29.zip,29-Mar-2022 01:48,3.4 GiB,Action,7.9,https://thegamesdb.net/search.php?name=Nightshade&platform=11,https://thegamesdb.net/game.php?id=7442,"The Nakatomi company is searching for the pieces of the Akujiki sword, shattered by Hotsuma in the prequel, Shinobi. Luckily, the Oboro ninja clan has since reformed. As Hibana, kunoichi (female ninja) of the Oboro clan, you are charged with the task of finding the pieces of the Akujiki before Nakatomi does. Nightshade is a sequel to Overworks' Shinobi for the PS2. Like its predecessor, it features several levels full of challenging enemies to fight using a combination of your sword, shuriken, and magic scrolls. Speed and stealth remain the emphasis, as you use stealth dashes and the ability to walk on walls to perform long strings of kills called tates. One of the main improvements to the gameplay system is the ability to create much larger combos/tates. In order to facilitate this, they've expanded the battle system to include flying kicks to break your opponent's guard and stealth attacks to kill unsuspecting foes in a single blow."
"Obscure (USA) (En,Fr,Es).zip",Obscure,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Obscure%20%28USA%29%20%28En%2CFr%2CEs%29.zip,18-Feb-2025 03:57,2.3 GiB,Horror,7.5,https://thegamesdb.net/search.php?name=Obscure&platform=11,https://thegamesdb.net/game.php?id=74685,"Two years ago at Leafmore High, a group of young teenagers were trapped inside their school and hunted by monsters that had been released by the maniac principal. Some of them survived that terrible night, while most others perished. The survivors have since picked up their lives and joined college. But all is not right at Fallcreek University... Strange black flowers have suddenly sprung up everywhere on campus. While experimenting with these flowers in class, a dangerous substance was discovered that induces strange but vivid dreams. A handful of students soon find out that there is more to the flowers than anyone could have expected. When the seeds finally germinate, a bad trip suddenly turns into a horrible reality..."
"Obscure II (Europe) (En,Fr,De,Es,It).zip",Obscure II,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Obscure%20II%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip,18-Feb-2025 03:57,1.5 GiB,Horror,7.3,https://thegamesdb.net/search.php?name=Obscure%20II&platform=11,https://thegamesdb.net/game.php?id=74685,"Two years ago at Leafmore High, a group of young teenagers were trapped inside their school and hunted by monsters that had been released by the maniac principal. Some of them survived that terrible night, while most others perished. The survivors have since picked up their lives and joined college. But all is not right at Fallcreek University... Strange black flowers have suddenly sprung up everywhere on campus. While experimenting with these flowers in class, a dangerous substance was discovered that induces strange but vivid dreams. A handful of students soon find out that there is more to the flowers than anyone could have expected. When the seeds finally germinate, a bad trip suddenly turns into a horrible reality..."
Odin Sphere (USA) (Trade Demo).zip,Odin Sphere,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Odin%20Sphere%20%28USA%29%20%28Trade%20Demo%29.zip,20-Jul-2025 07:55,2.7 GiB,Action,8.6,https://thegamesdb.net/search.php?name=Odin%20Sphere&platform=11,https://thegamesdb.net/game.php?id=9326,"The nations of Erion had always held an uneasy peace, as the various kings and queens watched each other for any signs of weakness. When the country of Valentine is obliterated by the power of an ancient artifact, it sparks a bloody war between the fairies of Ringford and the warriors of Ragnanival. Little do they know that they are acting out an almost-forgotten prophecy: one that, if fulfilled, will lead to the destruction of the entire world. Take control of the warrior princess Gwendolyn, daughter of Odin, and follow the threads of an intricately woven story as you uncover the truth behind the prophecy - and how to bring it to an end. Five playable characters in all; each one's fate is intertwined with the others'. A robust cooking and alchemy system that can be used to create powerful attack and recovery items."
One Piece - Grand Adventure (Korea).zip,One Piece - Grand Adventure,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/One%20Piece%20-%20Grand%20Adventure%20%28Korea%29.zip,10-May-2025 18:57,828.0 MiB,Fighting,7.8,https://thegamesdb.net/search.php?name=One%20Piece%20-%20Grand%20Adventure&platform=11,https://thegamesdb.net/game.php?id=19754,"Based on the popular comic and anime series, One Piece: Grand Adventure delivers battles that take place with a new free-moving Vs. Battle action system that will offer hours of entertainment. The game has also been completely revamped with the inclusion of an Adventure Mode, sending players on various mini-game filled quests as well as allowing players to create their very own band of roving pirates."
Onimusha - Warlords (USA).zip,Onimusha - Warlords,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Onimusha%20-%20Warlords%20%28USA%29.zip,25-Apr-2022 19:58,2.9 GiB,Action,8.6,https://thegamesdb.net/search.php?name=Onimusha%20-%20Warlords&platform=11,https://thegamesdb.net/game.php?id=121941,"No overview is currently available for this title, please feel free to add one."
Onimusha 2 - Samurai's Destiny (USA).zip,Onimusha 2 - Samurai's Destiny,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Onimusha%202%20-%20Samurai%27s%20Destiny%20%28USA%29.zip,28-Mar-2022 14:41,2.9 GiB,Action,8.5,https://thegamesdb.net/search.php?name=Onimusha%202%20-%20Samurai%27s%20Destiny&platform=11,https://thegamesdb.net/game.php?id=9766,"Ten years after the lone swordsman, Samanosuke, rose up against an army of demon warriors, Nobunaga's evil campaign continues to wreak havoc across feudal Japan. A young warrior, Jubei, returns home to find his remote and once vibrant village in ruins, destroyed by Nobunaga's minions. With vengeance in his heart, Jubei launches upon an epic and magical quest, which will reveal his ultimate destiny. Like Samanoske before him, Jubei can absorb the souls of defeated monsters to strengthen his weapons and armor. Monsters can be defeated either by attacking them until their health is depleted, or by striking them at the very instant before they hit Jubei. This will make Jubei preform an Issen attack which destroys in a single blow. Jubei can find or buy treasures in the first half of the game, and give these to companions he meets, befriending them. Based on who Jubei befriends the events of the game will change."
Onimusha 3 - Demon Siege (USA).zip,Onimusha 3 - Demon Siege,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Onimusha%203%20-%20Demon%20Siege%20%28USA%29.zip,29-Mar-2022 16:04,1.9 GiB,Action,8.4,https://thegamesdb.net/search.php?name=Onimusha%203%20-%20Demon%20Siege&platform=11,https://thegamesdb.net/game.php?id=94029,"Onimusha 3: Demon Siege, released in Japan and Europe as Onimusha 3 (鬼武者3, Onimusha Surī), is a hack-and-slash action-adventure video game developed and published by Capcom. It is the third game of the Onimusha series and was released for the PlayStation 2 on April 27, 2004. It was later ported to Windows on December 8, 2005. The story focuses on the returning hero, swordsman Hidemitsu Samanosuke Akechi, who is in his quest to defeat his nemesis, Nobunaga Oda, who wishes to conquer Japan with his army of demons known as Genma. However, Samanosuke changes places with a French officer from the future named Jacques Blanc, and both have to adapt to their new worlds to get rid of Genma army and stop Oda Nobunaga's ambitions to conquer the world."
Pac-Man World 2 (USA) (v1.00).zip,Pac-Man World 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Pac-Man%20World%202%20%28USA%29%20%28v1.00%29.zip,29-Mar-2022 01:40,862.8 MiB,Action,7.7,https://thegamesdb.net/search.php?name=Pac-Man%20World%202&platform=11,https://thegamesdb.net/game.php?id=5410,"Pac-Man World 2 is a 2002 PlayStation 2 third-person platformer video game developed and released by Namco Hometek Inc. in the USA on February 26, 2002. Long ago, back in medieval times, an evil spirit known as Spooky had terrorized all of Pac-Land. In response to this, the great Wizard Pac created a potion that turned 5 ordinary fruit into the ""Golden Fruit."" A young knight called Sir Pac-A-Lot fought and sealed Spooky underneath a large tree using the Golden Fruit, which were attached to the branches of the tree. In the present time late at night, Inky, Pinky, Blinky and Clyde sneak into the village and, in their mischief, pick the Golden Fruit off the tree in the center of town. Unfortunately, this has released Spooky from his prison. Spooky tells the ghosts to take the Golden Fruit and follow him if they wish to rid the land of the Pac-people forever. When Pac-Man awakes, he hears the news from Professor Pac about the Golden Fruit and Spooky, and sets off to defeat the ghosts and Spooky."
Pac-Man World 3 (USA).zip,Pac-Man World 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Pac-Man%20World%203%20%28USA%29.zip,28-Mar-2022 16:38,1.3 GiB,Action,7.2,https://thegamesdb.net/search.php?name=Pac-Man%20World%203&platform=11,https://thegamesdb.net/game.php?id=5410,"Pac-Man World 2 is a 2002 PlayStation 2 third-person platformer video game developed and released by Namco Hometek Inc. in the USA on February 26, 2002. Long ago, back in medieval times, an evil spirit known as Spooky had terrorized all of Pac-Land. In response to this, the great Wizard Pac created a potion that turned 5 ordinary fruit into the ""Golden Fruit."" A young knight called Sir Pac-A-Lot fought and sealed Spooky underneath a large tree using the Golden Fruit, which were attached to the branches of the tree. In the present time late at night, Inky, Pinky, Blinky and Clyde sneak into the village and, in their mischief, pick the Golden Fruit off the tree in the center of town. Unfortunately, this has released Spooky from his prison. Spooky tells the ghosts to take the Golden Fruit and follow him if they wish to rid the land of the Pac-people forever. When Pac-Man awakes, he hears the news from Professor Pac about the Golden Fruit and Spooky, and sets off to defeat the ghosts and Spooky."
Persona 3 FES (Europe).zip,Persona 3 FES,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Persona%203%20FES%20%28Europe%29.zip,29-Mar-2022 06:49,3.1 GiB,RPG,9.0,https://thegamesdb.net/search.php?name=Persona%203%20FES&platform=11,https://thegamesdb.net/game.php?id=79738,"Lead a group of high school students with a dangerous extracurricular activity: exploring the mysterious tower Tartarus and fighting the sinister Shadows during the Dark Hour, a frozen span of time imperceptible to all but a select few. However, the end of their quest is no longer the end of the story--witness for the first time the aftermath of the final battle and the students' struggle to find meaning in their new lives."
Persona 4 (Europe).zip,Persona 4,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Persona%204%20%28Europe%29.zip,28-Mar-2022 18:09,2.7 GiB,RPG,9.3,https://thegamesdb.net/search.php?name=Persona%204&platform=11,https://thegamesdb.net/game.php?id=78266,"No overview is currently available for this title, please feel free to add one."
